flight_id,flight_date,month,season,day_of_week,airline,aircraft_type,origin_airport,destination_airport,route,distance_km,scheduled_departure,departure_delay_min,arrival_delay_min,actual_elapsed_min,scheduled_duration_min,delay_cause,cancelled,passengers_onboard,ticket_price_gbp,satisfaction_score
FL14363,2023-04-03,4,Spring,Monday,AeroSwift,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,15:20,0.0,0.0,427.0,420,On Time,0,133.0,303.31,5.0
FL10868,2023-04-03,4,Spring,Monday,NovaStar,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,10:40,0.0,6.0,211.0,210,On Time,0,63.0,161.77,4.3
FL12436,2023-04-04,4,Spring,Tuesday,NovaStar,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,19:50,0.0,9.0,159.0,145,On Time,0,170.0,79.81,4.3
FL10261,2023-04-04,4,Spring,Tuesday,NovaStar,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,16:40,2.0,14.0,158.0,135,Crew Availability,0,234.0,49.0,3.5
FL14373,2023-04-04,4,Spring,Tuesday,AeroSwift,Airbus A380,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,13:10,13.0,15.0,768.0,745,Security,0,115.0,600.64,3.4
FL10081,2023-04-04,4,Spring,Tuesday,SkyWing Air,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,14:55,8.0,4.0,415.0,415,Security,0,360.0,391.75,4.4
FL14924,2023-04-04,4,Spring,Tuesday,Atlantic Wings,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,05:40,39.0,51.0,190.0,130,Late Aircraft,0,156.0,129.63,2.2
FL12465,2023-04-04,4,Spring,Tuesday,CloudJet,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:50,3.0,5.0,429.0,420,Security,0,93.0,367.11,4.0
FL14213,2023-04-04,4,Spring,Tuesday,Atlantic Wings,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,19:45,1.0,10.0,146.0,130,Weather,0,111.0,130.64,3.4
FL14704,2023-04-04,4,Spring,Tuesday,Atlantic Wings,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:00,2.0,5.0,150.0,135,Technical,0,,121.78,3.4
FL10465,2023-04-05,4,Spring,Wednesday,Atlantic Wings,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:25,10.0,20.0,165.0,135,Security,0,278.0,148.85,3.3
FL10437,2023-04-05,4,Spring,Wednesday,CloudJet,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:15,10.0,9.0,430.0,420,Air Traffic Control,0,71.0,387.73,3.1
FL11243,2023-04-05,4,Spring,Wednesday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,09:10,13.0,10.0,154.0,145,Technical,0,368.0,84.67,4.4
FL11681,2023-04-05,4,Spring,Wednesday,SkyWing Air,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,08:35,29.0,30.0,159.0,130,Air Traffic Control,0,308.0,86.65,4.4
FL14019,2023-04-05,4,Spring,Wednesday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,11:35,15.0,25.0,111.0,85,Crew Availability,0,,58.27,3.9
FL13507,2023-04-06,4,Spring,Thursday,AeroSwift,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,06:35,23.0,22.0,176.0,145,Security,0,100.0,69.42,4.0
FL13229,2023-04-06,4,Spring,Thursday,PolarAir,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,17:55,7.0,2.0,155.0,145,Late Aircraft,0,284.0,77.02,3.5
FL11504,2023-04-06,4,Spring,Thursday,NovaStar,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,06:20,1.0,14.0,62.0,50,Air Traffic Control,0,362.0,49.0,3.3
FL10564,2023-04-06,4,Spring,Thursday,AeroSwift,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,15:10,0.0,14.0,439.0,415,On Time,0,73.0,278.33,4.0
FL10867,2023-04-06,4,Spring,Thursday,AeroSwift,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,10:55,0.0,0.0,51.0,50,On Time,0,121.0,49.0,4.9
FL13086,2023-04-06,4,Spring,Thursday,NovaStar,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:25,11.0,15.0,158.0,135,Weather,0,402.0,128.72,4.4
FL10186,2023-04-06,4,Spring,Thursday,PolarAir,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,20:55,0.0,3.0,62.0,50,On Time,0,309.0,49.0,4.2
FL10494,2023-04-06,4,Spring,Thursday,SkyWing Air,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,15:35,44.0,56.0,105.0,50,Crew Availability,0,313.0,49.0,2.8
FL13085,2023-04-06,4,Spring,Thursday,Atlantic Wings,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,06:55,0.0,10.0,141.0,130,On Time,0,183.0,141.54,4.1
FL11058,2023-04-06,4,Spring,Thursday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,12:00,44.0,39.0,244.0,210,Security,0,114.0,160.47,3.3
FL12297,2023-04-06,4,Spring,Thursday,Atlantic Wings,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,17:45,34.0,38.0,190.0,145,Security,0,83.0,151.55,3.2
FL14144,2023-04-07,4,Spring,Friday,Atlantic Wings,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,19:25,15.0,28.0,174.0,145,Security,0,256.0,129.97,4.2
FL10714,2023-04-07,4,Spring,Friday,SkyWing Air,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,18:25,6.0,21.0,159.0,135,Air Traffic Control,0,399.0,77.99,3.7
FL13671,2023-04-07,4,Spring,Friday,AeroSwift,Airbus A380,London Heathrow,Dubai,London Heathrow → Dubai,5490,13:55,13.0,21.0,440.0,415,Technical,0,382.0,271.13,4.3
FL13904,2023-04-07,4,Spring,Friday,Atlantic Wings,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,11:00,8.0,13.0,441.0,420,Late Aircraft,0,160.0,412.4,4.4
FL11827,2023-04-07,4,Spring,Friday,NovaStar,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,13:20,5.0,2.0,420.0,415,Air Traffic Control,0,139.0,291.9,4.0
FL13667,2023-04-07,4,Spring,Friday,CloudJet,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:15,58.0,61.0,811.0,745,Technical,0,384.0,708.22,
FL10669,2023-04-07,4,Spring,Friday,PolarAir,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,18:20,0.0,0.0,216.0,210,On Time,0,240.0,157.8,3.9
FL12626,2023-04-07,4,Spring,Friday,CloudJet,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,13:15,15.0,10.0,57.0,50,Late Aircraft,0,190.0,49.0,3.7
FL11785,2023-04-08,4,Spring,Saturday,AeroSwift,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,13:35,1.0,6.0,421.0,415,Crew Availability,0,,272.39,3.4
FL13349,2023-04-09,4,Spring,Sunday,PolarAir,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,05:15,0.0,0.0,144.0,135,On Time,0,189.0,72.49,4.2
FL12713,2023-04-09,4,Spring,Sunday,CloudJet,Airbus A380,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,11:10,21.0,28.0,159.0,135,Weather,0,396.0,89.09,3.2
FL10575,2023-04-09,4,Spring,Sunday,Atlantic Wings,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,08:00,39.0,34.0,169.0,130,Air Traffic Control,0,347.0,141.26,2.9
FL14631,2023-04-09,4,Spring,Sunday,CloudJet,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,07:30,48.0,50.0,178.0,130,Security,0,245.0,93.6,2.6
FL11105,2023-04-09,4,Spring,Sunday,SkyWing Air,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:00,20.0,18.0,164.0,145,Weather,0,244.0,143.04,3.6
FL14542,2023-04-09,4,Spring,Sunday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,05:55,5.0,14.0,160.0,145,Technical,0,203.0,128.2,4.4
FL12823,2023-04-09,4,Spring,Sunday,AeroSwift,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,15:50,0.0,0.0,92.0,85,On Time,0,146.0,49.0,4.2
FL10126,2023-04-10,4,Spring,Monday,PolarAir,Embraer E190,Birmingham,Istanbul,Birmingham → Istanbul,2680,19:25,2.0,5.0,216.0,210,Technical,0,368.0,157.62,3.8
FL13998,2023-04-10,4,Spring,Monday,CloudJet,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,07:45,102.0,112.0,858.0,745,Crew Availability,0,320.0,640.45,1.9
FL14018,2023-04-10,4,Spring,Monday,SkyWing Air,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,11:55,0.0,10.0,95.0,85,On Time,0,75.0,68.89,4.2
FL11073,2023-04-10,4,Spring,Monday,SkyWing Air,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,22:45,0.0,0.0,144.0,135,On Time,0,167.0,157.28,3.9
FL13378,2023-04-11,4,Spring,Tuesday,NovaStar,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,09:10,0.0,0.0,138.0,135,On Time,0,268.0,93.88,3.9
FL13421,2023-04-11,4,Spring,Tuesday,AeroSwift,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,19:45,7.0,6.0,161.0,145,Crew Availability,0,375.0,130.49,4.0
FL13551,2023-04-11,4,Spring,Tuesday,CloudJet,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:30,24.0,20.0,158.0,135,Crew Availability,0,311.0,77.62,3.7
FL11822,2023-04-11,4,Spring,Tuesday,AeroSwift,Airbus A380,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,11:20,0.0,0.0,150.0,145,On Time,0,259.0,49.32,4.1
FL10833,2023-04-11,4,Spring,Tuesday,PolarAir,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,06:30,8.0,20.0,157.0,135,Weather,0,130.0,86.72,3.9
FL11912,2023-04-11,4,Spring,Tuesday,PolarAir,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,11:55,18.0,28.0,181.0,145,Technical,0,287.0,107.83,3.6
FL12920,2023-04-11,4,Spring,Tuesday,AeroSwift,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,09:15,0.0,1.0,431.0,430,On Time,0,121.0,313.39,4.8
FL14486,2023-04-11,4,Spring,Tuesday,SkyWing Air,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:45,29.0,44.0,798.0,745,Security,0,93.0,680.16,3.8
FL12497,2023-04-11,4,Spring,Tuesday,Atlantic Wings,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,07:25,0.0,10.0,150.0,145,On Time,0,63.0,148.5,4.6
FL10064,2023-04-11,4,Spring,Tuesday,Atlantic Wings,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,05:35,16.0,17.0,158.0,145,Weather,0,226.0,95.98,4.2
FL13823,2023-04-11,4,Spring,Tuesday,CloudJet,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,19:35,165.0,165.0,579.0,415,Air Traffic Control,0,194.0,346.52,1.6
FL14594,2023-04-11,4,Spring,Tuesday,NovaStar,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,05:25,1.0,0.0,125.0,130,Weather,0,125.0,91.41,3.9
FL11085,2023-04-11,4,Spring,Tuesday,PolarAir,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,20:00,18.0,33.0,78.0,50,Security,0,136.0,49.0,4.5
FL10518,2023-04-11,4,Spring,Tuesday,AeroSwift,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,13:30,24.0,17.0,161.0,145,Late Aircraft,0,303.0,68.64,3.3
FL14987,2023-04-12,4,Spring,Wednesday,CloudJet,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,11:50,26.0,30.0,85.0,50,Crew Availability,0,194.0,49.0,3.1
FL14093,2023-04-12,4,Spring,Wednesday,CloudJet,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,17:00,40.0,41.0,186.0,145,Technical,0,321.0,99.5,2.8
FL13919,2023-04-12,4,Spring,Wednesday,AeroSwift,Embraer E190,Birmingham,Istanbul,Birmingham → Istanbul,2680,15:10,3.0,3.0,213.0,210,Technical,0,83.0,102.77,3.8
FL10912,2023-04-12,4,Spring,Wednesday,NovaStar,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,06:25,13.0,23.0,445.0,415,Security,0,339.0,261.52,4.0
FL14061,2023-04-12,4,Spring,Wednesday,NovaStar,Boeing 777,Birmingham,Istanbul,Birmingham → Istanbul,2680,08:55,10.0,2.0,209.0,210,Air Traffic Control,0,189.0,159.09,3.4
FL13486,2023-04-12,4,Spring,Wednesday,CloudJet,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,08:05,10.0,18.0,440.0,415,Weather,0,138.0,335.61,3.3
FL11641,2023-04-12,4,Spring,Wednesday,AeroSwift,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:50,0.0,14.0,145.0,135,On Time,0,362.0,98.22,4.1
FL12048,2023-04-12,4,Spring,Wednesday,Atlantic Wings,Airbus A380,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,18:05,37.0,34.0,184.0,145,Crew Availability,0,250.0,82.66,2.2
FL12377,2023-04-12,4,Spring,Wednesday,SkyWing Air,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,07:20,0.0,13.0,150.0,135,On Time,0,,148.26,4.1
FL14801,2023-04-13,4,Spring,Thursday,SkyWing Air,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,10:10,0.0,0.0,52.0,50,On Time,0,276.0,83.45,4.0
FL11056,2023-04-13,4,Spring,Thursday,CloudJet,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,10:20,21.0,23.0,438.0,415,Weather,0,355.0,360.69,3.3
FL10062,2023-04-13,4,Spring,Thursday,NovaStar,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,08:10,0.0,12.0,156.0,145,On Time,0,98.0,124.81,4.4
FL13922,2023-04-13,4,Spring,Thursday,NovaStar,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,07:05,0.0,0.0,138.0,135,On Time,0,378.0,85.8,4.7
FL13736,2023-04-13,4,Spring,Thursday,SkyWing Air,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,08:00,7.0,12.0,153.0,145,Air Traffic Control,0,266.0,136.36,3.8
FL11421,2023-04-13,4,Spring,Thursday,SkyWing Air,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,09:00,,,,50,Air Traffic Control,1,255.0,49.0,
FL11237,2023-04-13,4,Spring,Thursday,PolarAir,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,05:45,10.0,21.0,152.0,135,Late Aircraft,0,327.0,93.72,3.9
FL13640,2023-04-13,4,Spring,Thursday,CloudJet,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,20:40,0.0,1.0,420.0,415,On Time,0,140.0,346.34,4.0
FL14096,2023-04-13,4,Spring,Thursday,AeroSwift,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,07:35,0.0,0.0,435.0,430,On Time,0,157.0,308.13,5.0
FL12982,2023-04-13,4,Spring,Thursday,Atlantic Wings,Embraer E190,Birmingham,Istanbul,Birmingham → Istanbul,2680,15:05,34.0,43.0,259.0,210,Air Traffic Control,0,,235.28,2.2
FL11799,2023-04-13,4,Spring,Thursday,NovaStar,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,22:00,8.0,17.0,152.0,135,Crew Availability,0,245.0,71.56,4.2
FL14837,2023-04-14,4,Spring,Friday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:15,6.0,10.0,758.0,745,Technical,0,407.0,534.26,3.8
FL11032,2023-04-14,4,Spring,Friday,SkyWing Air,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,05:00,0.0,5.0,430.0,415,On Time,0,107.0,415.8,4.9
FL13774,2023-04-14,4,Spring,Friday,CloudJet,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:00,54.0,65.0,819.0,745,Weather,0,120.0,632.49,2.7
FL13637,2023-04-14,4,Spring,Friday,Atlantic Wings,Boeing 777,Birmingham,Istanbul,Birmingham → Istanbul,2680,07:05,10.0,22.0,234.0,210,Technical,0,120.0,171.1,3.7
FL11633,2023-04-15,4,Spring,Saturday,AeroSwift,Boeing 787,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:25,1.0,0.0,94.0,85,Late Aircraft,0,118.0,80.34,3.5
FL13873,2023-04-15,4,Spring,Saturday,PolarAir,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,11:35,20.0,25.0,242.0,210,Crew Availability,0,285.0,193.5,3.8
FL14608,2023-04-15,4,Spring,Saturday,AeroSwift,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,08:40,0.0,0.0,55.0,50,On Time,0,286.0,49.0,4.5
FL13918,2023-04-15,4,Spring,Saturday,NovaStar,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,08:30,0.0,8.0,97.0,85,On Time,0,208.0,73.54,4.1
FL10385,2023-04-16,4,Spring,Sunday,PolarAir,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:25,34.0,28.0,182.0,145,Air Traffic Control,0,265.0,76.62,2.9
FL14518,2023-04-16,4,Spring,Sunday,CloudJet,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,10:00,19.0,12.0,152.0,135,Technical,0,,146.32,4.0
FL12719,2023-04-16,4,Spring,Sunday,SkyWing Air,Boeing 787,London Heathrow,Dubai,London Heathrow → Dubai,5490,20:25,41.0,34.0,445.0,415,Security,0,336.0,361.67,2.7
FL13023,2023-04-16,4,Spring,Sunday,SkyWing Air,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,10:45,0.0,13.0,69.0,50,On Time,0,282.0,49.0,4.9
FL13136,2023-04-16,4,Spring,Sunday,Atlantic Wings,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,07:00,0.0,1.0,145.0,135,On Time,0,173.0,144.88,4.5
FL10852,2023-04-16,4,Spring,Sunday,Atlantic Wings,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,19:15,3.0,0.0,135.0,135,Air Traffic Control,0,158.0,153.27,4.1
FL14950,2023-04-16,4,Spring,Sunday,PolarAir,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,09:25,0.0,14.0,152.0,135,On Time,0,221.0,78.12,4.2
FL10406,2023-04-16,4,Spring,Sunday,SkyWing Air,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,19:55,50.0,56.0,481.0,415,Weather,0,136.0,310.94,3.0
FL14809,2023-04-17,4,Spring,Monday,PolarAir,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,10:25,40.0,52.0,97.0,50,Air Traffic Control,0,156.0,69.18,2.5
FL13294,2023-04-17,4,Spring,Monday,SkyWing Air,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,22:50,21.0,23.0,170.0,145,Air Traffic Control,0,418.0,100.08,3.9
FL14553,2023-04-17,4,Spring,Monday,Atlantic Wings,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,18:45,30.0,36.0,92.0,50,Technical,0,68.0,49.0,4.2
FL11051,2023-04-17,4,Spring,Monday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,12:15,0.0,7.0,749.0,745,On Time,0,176.0,610.01,4.8
FL12819,2023-04-17,4,Spring,Monday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,07:55,3.0,2.0,83.0,85,Technical,0,345.0,49.0,3.7
FL11895,2023-04-17,4,Spring,Monday,CloudJet,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,15:30,4.0,7.0,216.0,210,Technical,0,261.0,210.33,3.1
FL13246,2023-04-17,4,Spring,Monday,NovaStar,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,12:55,0.0,7.0,435.0,420,On Time,0,71.0,271.75,3.9
FL14348,2023-04-17,4,Spring,Monday,NovaStar,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,21:55,5.0,11.0,57.0,50,Late Aircraft,0,225.0,61.2,4.0
FL12925,2023-04-17,4,Spring,Monday,AeroSwift,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,07:55,36.0,35.0,93.0,50,Security,0,403.0,49.0,2.8
FL10508,2023-04-17,4,Spring,Monday,Atlantic Wings,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,22:35,12.0,7.0,425.0,420,Weather,0,347.0,350.25,3.1
FL14116,2023-04-17,4,Spring,Monday,AeroSwift,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,17:15,0.0,3.0,136.0,130,On Time,0,390.0,92.87,4.7
FL12766,2023-04-18,4,Spring,Tuesday,Atlantic Wings,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,22:35,90.0,89.0,173.0,85,Technical,0,269.0,66.31,2.2
FL10620,2023-04-18,4,Spring,Tuesday,SkyWing Air,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,08:20,0.0,7.0,135.0,130,On Time,0,330.0,109.96,4.2
FL14435,2023-04-18,4,Spring,Tuesday,SkyWing Air,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,10:20,5.0,4.0,51.0,50,Weather,0,282.0,49.0,4.5
FL12771,2023-04-18,4,Spring,Tuesday,PolarAir,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,09:00,24.0,29.0,770.0,745,Technical,0,121.0,641.53,4.3
FL13278,2023-04-18,4,Spring,Tuesday,CloudJet,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:50,12.0,23.0,447.0,420,Air Traffic Control,0,310.0,313.63,4.5
FL14110,2023-04-18,4,Spring,Tuesday,AeroSwift,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,18:10,1.0,13.0,145.0,135,Security,0,64.0,114.58,3.4
FL14095,2023-04-18,4,Spring,Tuesday,AeroSwift,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,09:30,0.0,11.0,437.0,430,On Time,0,257.0,334.21,4.7
FL11848,2023-04-18,4,Spring,Tuesday,NovaStar,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,21:10,23.0,26.0,449.0,415,Late Aircraft,0,105.0,335.01,3.7
FL11311,2023-04-18,4,Spring,Tuesday,AeroSwift,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,22:25,3.0,12.0,430.0,420,Air Traffic Control,0,394.0,285.47,3.8
FL10576,2023-04-19,4,Spring,Wednesday,CloudJet,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,12:30,0.0,0.0,217.0,210,On Time,0,168.0,149.34,4.4
FL11155,2023-04-19,4,Spring,Wednesday,Atlantic Wings,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,06:05,67.0,78.0,203.0,130,Technical,0,,66.29,2.5
FL11484,2023-04-19,4,Spring,Wednesday,SkyWing Air,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,17:50,14.0,19.0,162.0,145,Security,0,311.0,101.37,3.2
FL14205,2023-04-19,4,Spring,Wednesday,SkyWing Air,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,08:40,0.0,0.0,45.0,50,On Time,0,418.0,49.0,4.2
FL10734,2023-04-19,4,Spring,Wednesday,PolarAir,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,05:15,3.0,18.0,446.0,430,Technical,0,149.0,367.3,4.1
FL13522,2023-04-19,4,Spring,Wednesday,AeroSwift,Boeing 787,Birmingham,Istanbul,Birmingham → Istanbul,2680,09:40,18.0,25.0,238.0,210,Late Aircraft,0,80.0,126.78,4.3
FL10856,2023-04-20,4,Spring,Thursday,SkyWing Air,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,20:55,31.0,46.0,141.0,85,Security,0,83.0,70.21,3.2
FL11445,2023-04-20,4,Spring,Thursday,NovaStar,Airbus A380,London Heathrow,Dubai,London Heathrow → Dubai,5490,12:05,0.0,12.0,432.0,415,On Time,0,237.0,291.09,4.5
FL10137,2023-04-20,4,Spring,Thursday,CloudJet,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,18:50,45.0,52.0,196.0,135,Technical,0,199.0,52.44,2.3
FL10032,2023-04-20,4,Spring,Thursday,PolarAir,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:55,12.0,5.0,92.0,85,Security,0,122.0,90.83,3.7
FL11198,2023-04-20,4,Spring,Thursday,PolarAir,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,11:50,5.0,9.0,148.0,135,Technical,0,387.0,109.49,3.1
FL12818,2023-04-20,4,Spring,Thursday,SkyWing Air,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,12:25,1.0,14.0,159.0,145,Weather,0,193.0,149.21,3.6
FL14971,2023-04-20,4,Spring,Thursday,AeroSwift,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,22:15,1.0,0.0,52.0,50,Technical,0,79.0,49.0,4.3
FL13512,2023-04-20,4,Spring,Thursday,Atlantic Wings,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,17:10,0.0,0.0,148.0,145,On Time,0,160.0,124.05,4.5
FL11393,2023-04-20,4,Spring,Thursday,CloudJet,Airbus A380,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,09:15,20.0,24.0,766.0,745,Late Aircraft,0,305.0,641.0,3.7
FL14552,2023-04-21,4,Spring,Friday,CloudJet,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,09:10,,,,130,Crew Availability,1,407.0,120.98,2.2
FL13296,2023-04-21,4,Spring,Friday,PolarAir,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,16:05,66.0,67.0,814.0,745,Security,0,140.0,687.66,2.4
